term	translation
darko	darko
darkrai	darkrai
darkred	darkred
darkseid	darkseid
darkstalkers	darkstalkers
darkstar	darkstar
darkthrone	darkthrone
darkwave	darkwave
darla	darla
darlan	darlan
darle	lhe dar / dar-lhe
darlene	darlene
darley	darley
darling	darling
darlington	darlington
darlingtoni	darlingtoni
darmon	darmon
darmstadt	darmstadt
darnell	darnell
darnley	darnley
darnos	nos dar
daro	daro
daron	daron
darpa	darpa
darr	darr
darrel	darrel
darrell	darrell
darren	darren
darrieux	darrieux
darrin	darrin
darro	darro
darrow	darrow
darry	darry
darryl	darryl
darse	bater / dar-se / entregar-se
darstellung	darstellung
dart	dart
darter	darter
dartford	dartford
darth	darth
dartmoor	dartmoor
dartmouth	dartmouth
darul	darul
daruma	daruma
darussalam	darussalam
darvill	darvill
darwin	darwin
darwini	darwini
darwiniana	darwiniana
darwinii	darwinii
darwinism	darwinism
darwinismo	darwinismo
darwinista	darwinista
darwish	darwish
darya	darya
daryl	daryl
dará	dará
darán	darão
daré	darei
daría	daria
darían	dariam
darín	darín
darío	dário
das	dás / dar
dasa	dasa
dasein	dasein
dasgupta	dasgupta
dash	dash
dashboard	dashboard
dashi	dashi
dashiell	dashiell
dasht	dasht
dashwood	dashwood
dass	dass
dassault	dassault
dassin	dassin
dassler	dassler
dasyatis	dasyatis
dasyprocta	dasyprocta
dasypus	dasypus
dasyuridae	dasyuridae
dasyurus	dasyurus
dat	dat
data	data
databa	datava
database	database
databaseolympics	databaseolympics
datacenter	datacenter
datagrama	datagrama
datagramas	datagramas
datar	datando
datavalue	datavalue
date	date
dateformat	dateformat
dateline	dateline
dati	dati
dating	datando
dativo	dativo
dato	dado
datong	datong
datos	dados
datsun	datsun
datta	datta
datu	datu
datum	datum
datura	datura
dau	dau
daucus	daucus
daud	daud
daugava	daugava
daugavpils	daugavpils
daugherty	daugherty
daughtry	daughtry
daula	daula
daum	daum
daumier	daumier
daun	daun
dauphin	dauphin
dauphine	dauphine
dauphiné	dauphiné
dav	dav
davalos	davalos
davao	davao
dave	dave
davenant	davenant
davenport	davenport
daves	daves
davey	davey
davi	davi
david	davi
davide	davide
davidi	davidi
davidii	davidii
davidov	davidov
davidovich	davidovich
davids	davids
davidson	davidson
davie	davie
davies	davies
daviess	daviess
davila	davila
davina	davina
davinci	davinci
davino	davino
davis	davis
davison	davison
davit	davit
davitamon	davitamon
davor	davor
davos	davos
davout	davout
davros	davros
davy	davy
davydenko	davydenko
daw	daw
dawa	dawa
dawes	dawes
dawg	dawg
dawid	dawid
dawkins	dawkins
dawn	dawn
daws	daws
dawson	dawson
dax	dax
day	day
daya	daya
dayak	dayak
dayan	dayan
dayana	dayana
dayanara	dayanara
daydream	daydream
dayi	dayi
daylight	daylight
daylights	daylights
days	days
daytime	daytime
dayton	dayton
daytona	daytona
dayz	dayz
daz	daz
daza	daza
dazzle	dazzle
daña	prejudica
dañada	danificada
dañadas	danificadas
dañado	danificado
dañados	danificados
dañan	prejudicam
dañar	avariar / danificar / estragar
dañaron	danificaram
dañino	daninho
daño	dano
daños	danos
dañoso	danoso
dañó	danificou
dba	dba
dbase	dbase
dbd	dbd
dbe	dbe
dbi	dbi
dbm	dbm
dbo	cbo
dbp	dbp
dbr	dbr
dbs	dbs
dbu	dbu
dbx	dbx
dby	dby
dbz	dbz
dca	dca
dcc	dcc
dcd	dcd
dce	dce
dcf	dcf
dci	dci
dcm	dcm
dcom	dcom
dcs	dcs
dct	dct
dcu	dcu
ddb	ddb
ddc	ddc
ddd	ddd
dde	dde
ddl	ddl
ddos	ddos
ddp	ddp
ddr	ddr
dds	dds
ddt	ddt
de	de
dea	dea
deacon	deacon
dead	dead
deadline	deadline
deadman	deadman
deadmau	deadmau
deadpool	deadpool
deadwood	deadwood
deaf	deaf
deagostini	deagostini
deakin	deakin
deakins	deakins
deal	deal
dealbata	dealbata
dealer	dealer
dealey	dealey
dealing	dealing
deambula	vagueia
deambulan	vagueiam
deambular	vaguear
dean	dean
deandre	deandre
deane	deane
deanna	deanna
deans	deans
dearborn	dearborn
dearden	dearden
death	death
deathcore	deathcore
deathmatch	deathmatch
deathstroke	exterminador
deaton	deaton
deauville	deauville
deb	deb
debajo	abaixo
debakey	debakey
deban	devam
debate	debates / debate
debaten	debatem
debates	debates
debatido	debatido
debatió	debateu
debatía	debatia
debatían	debatiam
debayle	debayle
debbie	debbie
debby	debby
debe	deve
debehogne	debehogne
debemos	devemos
deben	devem
deber	dever
deberemos	deveremos
deberes	deveres
deberiamos	deveríamos
deberian	deveriam / deviam
deberias	devias
debería	deveria
deberíamos	devemos / deveríamos
deberían	deveriam
deberías	deveria / devias
debes	deves
debian	debian
debida	devida
debidamente	devidamente
debidas	devidas
debido	devido
debidos	devidas / devidos
debiendo	devendo
debiera	deveria
debieran	deveriam
debile	debile
debilidad	fraqueza
debilidades	fraquezas
debilis	debilis
debilita	enfraquece
debilitaba	enfraquecia
debilitación	enfraquecimento
debilitada	enfraquecida
debilitadas	enfraquecidas
debilitado	enfraquecido
debilitados	enfraquecidos
debilitamiento	enfraquecimento
debilitan	enfraquecem
debilitante	debilitante
debilitar	enfraquecer
debilitaron	enfraqueceram
debilitaría	enfraqueceria
debilitó	enfraqueceu
debiste	devias
debney	debney
debo	devo
debora	debora
deborah	deborah
debord	debord
debra	debra
debray	debray
debre	debre
debrecen	debrecen
debreceni	debreceni
debreu	debreu
debré	debré
debus	debus
debussy	debussy
debut	estreia
debutan	estreiam
debutante	debutante
debutantes	debutantes
debutar	estrear
debutó	estreou
debye	debye
debéis	deveis
debía	devia
debían	deviam
dec	dec
deca	deca
decadas	décadas
decade	decade
decadence	decadence
decadencia	decadência
decadente	decadente
decadentes	decadentes
decadentismo	decadentismo
decades	decades
decae	caduca
decaer	decair / decahir
decaimiento	decaimento
decaisne	decaisne
decamerón	decameron
decana	reitora
decanato	decanato
decanatos	decanatos
decano	decano / reitor / deão / decano do colégio dos cardeais
decanos	decanos
decantación	decantação
decantar	decantar
decapita	decapita
decapitación	decapitação
decapitada	decapitada
decapitadas	decapitadas
decapitado	decapitado
decapitados	decapitados
decapitar	decapitar
decapitó	decapitou
decapoda	decapoda
decathlon	decathlon
decatlón	decatlo
decatur	decatur
decauville	decauville
decaydance	decaydance
decayendo	decaindo
decca	decca
deccan	deccan
deceit	deceit
deceiver	deceiver
deceleración	desaceleração
decem	decem
december	december
decena	dezena
decenal	decenal
decenas	dezenas
decencia	decência
decenio	década
decente	decente
decentemente	decentemente
decentes	decentes
decepciona	decepciona
decepcionada	decepcionada
decepcionado	desapontado / decepcionado
decepcionados	decepcionados
decepcionante	decepcionante
decepcionar	decepcionar
decepciones	decepções
decepcionó	decepcionou
decepción	decepção
decepticon	decepticon
decepticons	decepticons
dechy	dechy
decia	dizia
decibeles	decibéis
decibelio	decibel
decibelios	decibéis
decida	decida
decidamos	decidirmos
decidan	decidam
decide	decide
deciden	decidem
decides	decides
decidida	decidida
decididamente	decididamente
decididas	decididas
decidido	decidido
decididos	decididos
decidiendo	decidindo
decidieron	decidiram
decidimos	decidimos
decidir	decidir
decidirá	decidirá
decidirán	decidirão
decidiría	decidiria
decidirían	decidiriam
decidió	decidiu
decido	decido
decidí	decidi
decidía	decidia
decidían	decidiam
decima	decima
decimal	decimal
decimales	decimais
decimoctavo	décimo oitavo
decimonoveno	décimo nono
decimonónicos	oitocentistas
decimoprimero	décimo primeiro
decimoquinto	décimo quinto
decimos	dizemos
decimosegundo	décimo segundo / duodécimo
decimosexto	décimo sexto
decimoséptimo	décimo sétimo
decimotercero	décimo terceiro
decio	décio
decipiens	decipiens
decir	dizer
decirle	dizer-lhe
decirles	lhes dizer \ dizer a eles
decision	decisão
decisiones	decisões
decisiva	decisiva
decisivas	decisivas
decisivo	decisivo
decisivos	decisivos
decisión	decisão
deck	deck
deckard	deckard
decker	decker
declamación	declamação
declamatorio	declamatório
declan	declan
declara	declara
declaraba	declarava
declaraban	declaravam
declaraciones	declarações / depoimentos
declaración	declaração
declarada	declarada
declaradas	declaradas
declarado	declarado
declarados	declaradas / declarados
declaramos	declaramos
declaran	declaram
declarando	declarando
declarante	declarante
declarar	declarar
declararon	declararam
declararía	declararia
declarativa	declarativa
declarativo	declarativo
declare	declare
declared	declared
declaren	declaram / declarem
declaro	declaro
declaró	declarou
declassified	declassified
declina	declina
declinación	declínio
declinan	declinam
declinar	recusar
declinaron	declinaram
declinó	declinou
declive	declínio / declive
decne	decne
deco	deco
decode	decode
decodifica	decodifica
decodificación	decodificação
decodificador	descodificador
decoin	decoin
decoloración	descoloração
decolorar	descolorar
decomiso	perda
deconstrucción	desconstrução
deconstruction	deconstruction
decoraba	decorava
decoraban	decoravam
decoraciones	decorações
decoración	decoração
decorada	decorada
decoradas	decorados
decorador	decorador
decoradora	decoradora
decoradores	decoradores
decoran	decoram
decorando	decorando
decorata	decorata
decorativa	decorativa
decorativismo	decorativismo
decorativo	decorativo
decoratus	decoratus
decoro	decoro / decência
decoró	decorou
decoy	decoy
decreciente	decrescente
decrecientes	decrescentes
decreta	decreta
decretada	decretada
decretadas	decretadas
decretado	decretado
decretados	decretados
decretar	decretar
decretaron	decretaram
decreto	decreto
decretos	decretos
decretum	decretum
decretó	decretou
decrépito	decrépito
decumbens	decumbens
decurrens	decurrens
decussata	decussata
decálogo	decálogo
decán	decão
decápodos	decápodes
decápolis	decápolis
decébalo	decébalo
decía	dizia
decían	diziam
decímetro	decímetro
decúbito	decúbito
dedal	dedal
dedalus	dedalus
dede	dede
dedede	dedede
dedekind	dedekind
dedham	dedham
dedica	dedica
dedicaban	dedicavam
dedicación	dedicação
dedicada	dedicada
dedicadas	dedicadas
dedicado	dedicado
dedicados	dedicados
dedicamos	dedicamos
dedican	dedicam
dedicando	dedicando
dedicar	dedicar
dedicara	dedicasse
dedicaron	dedicaram
dedicaría	dedicaria
dedicatoria	dedicatória
dedicatorias	dedicatórias
dedico	dedico
dedicó	dedicou
dedil	dedeira
dedique	dedique
dediquen	dediquem
dediqué	dediquei
dedo	dedo
dedos	dedos
deducciones	deduções
deducción	dedução
deduce	deduz
deducida	deduzida
deducido	deduzido
deducidos	deduzidos
deduciendo	deduzindo
deducir	deduzir
deductiva	dedutiva
deductivo	dedutivo
dedujo	deduziu
deduzco	deduzo
dee	dee
deed	deed
deeds	deeds
deejays	deejays
deeleman	deeleman
deeley	deeley
deen	deen
deena	deena
deep	deep
deepak	deepak
deeper	deeper
deeply	deeply
deepwater	deepwater
deer	deer
deere	deere
deerfield	deerfield
deering	deering
dees	dees
def	def
defa	defa
defaults	defaults
defeated	defeated
defecación	defecação
defecar	defecar
defecto	defeito
defectos	defeitos
defectuosa	defeituoso
defectuoso	defeituoso
defectuosos	defeituosos
defendemos	defendemos
defender	defender / proteger
defenderá	defenderá
defendería	defenderia
defenderían	defenderiam
defendible	defensável
defendibles	defensáveis
defendida	defendida
defendidas	defendidas
defendido	defendido
defendidos	defendidos
defendiendo	defendendo
defendieran	defendessem
defendieron	defenderam
defending	defending
defendió	defendeu
defendí	defendi
defendía	defendia
defendían	defendiam
defenestración	defenestração
defensa	defesa
defensas	defesas
defense	defense
defensiva	defensiva
defensivamente	defensivamente
defensivos	defensivos
defensor	defensor
defensora	defensora
defensoras	defensoras
defensores	defensores
deferencia	deferência
deferente	deferente
defiance	defiance
defiant	defiant
deficiencia	deficiência
deficiencias	deficiências
deficiente	deficiente
deficitaria	deficitária
deficitario	deficitário
deficitarios	deficitários
defienda	defenda
defiendan	defendam
defiende	defende
defienden	defendem
defiendo	defendo
defina	defina
definan	definam
define	define
defined	defined
definen	definem
definible	definível
definiciones	definições
definición	definição
definida	definida
definidas	definidas
definido	definido
definidos	definidos
definiendo	definindo
definieron	definiram
definimos	definimos
definir	definir / definindo
definirá	definirá
definirán	definirão
definiría	definiria
definitiva	definitiva
definitivamente	definitivamente
definitivas	definitivas
definitivo	definitivo
definitivos	definitivos
definitoria	definidora
definió	definiu
definía	definia
definían	definiam
deflación	deflação
deflagración	deflagração
deflector	defletor
deflectores	defletores
deflexa	deflexa
defoe	defoe
deforest	deforest
deforestación	desflorestação
deforma	deforma
deformable	deformável
deformaciones	deformações
deformación	deformação
deformada	deformada
deformado	deformado
deforman	deformam
deformar	deformar
deforme	deformado
deformed	deformed
deformes	deformados
deformidad	deformidade
deformidades	deformidades
defraudar	decepcionar / sonegar / desapontar / defraudar
deftones	deftones
defunciones	óbitos
defunción	morte / óbito
defying	defying
deg	dse
degania	degania
degarmo	degarmo
degas	degas
degen	degen
degener	degener
degenera	degenera
degeneración	degeneração
degenerada	degenerada
degeneradas	degeneradas
degenerado	degenerado
degenerados	degenerados
degenerar	degenerar
degenerativa	degenerativa
degenerativas	degenerativas
degeneres	degeneres
degli	degli
degollado	degolado
degollados	degolados
degrada	degrada
degradación	degradação
degradadas	degradadas
degradado	degradado
degradados	degradados
degradan	degradam
degradante	degradante
degradantes	degradante
degradar	degradar
degradó	degradou
degrasse	degrasse
degrassi	degrassi
degraw	degraw
degree	degree
degrelle	degrelle
degustación	degustação
degustar	provar
deh	deh
dehiscencia	deiscência
dehn	dehn
dehors	dehors
dehuai	dehuai
deidad	divindade
deidades	divindades
deidamía	deidamia
deidara	deidara
deidre	deidre
deificación	deificação
deificar	deificar
deild	deild
deimon	deimon
deimos	deimos
dein	dein
deine	deine
deiner	deiner
deinonychus	deinonico
deir	deir
deira	deira
deirdre	deirdre
deitch	deitch
deja	deixa
dejaba	deixava
dejaban	deixavam
dejada	deixada
dejadas	deixadas
dejado	deixado
dejados	deixados
dejamos	deixamos
dejan	deixam
dejando	deixando
dejar	deixar
dejaran	deixarão
dejaremos	deixaremos
dejarlo	deixar
dejaron	deixaram
dejará	deixará
dejarán	deixarão
dejaré	deixarei
dejaría	deixaria
dejarían	deixariam
dejasen	deixassem
deje	deixe
dejean	dejean
dejemos	deixemos
dejen	deixem
dejima	dejima
dejo	deixo
dejohnette	dejohnette
dejé	deixei
dejó	deixou
dek	dek
dekalb	dekalb
dekaranger	dekaranger
deke	deke
dekker	dekker
deku	deku
del	do
delación	delação
delacour	delacour
delacroix	delacroix
delage	delage
delahaye	delahaye
delain	delain
delambre	delambre
delancey	delancey
delaney	delaney
delannoy	delannoy
delano	delano
delanoë	delanoë
delantal	avental
delantales	aventais
delante	frente / diante / antes
delantera	dianteira
delantero	atacante
delany	delany
delaroche	delaroche
delator	delator
delaunay	delaunay
delavayi	delavayi
delaware	delaware
delay	delay
delayed	delayed
delbert	delbert
delbonis	delbonis
delbrück	delbrück
delcourt	delcourt
deleción	deleção
delega	delega
delegaba	delegava
delegaciones	delegações
delegación	delegação
delegada	delegada
delegadas	delegadas
delegado	delegado
delegados	delegados
delegando	delegando
delegar	delegar
delegó	delegou
deleite	delícia
deleo	deleo
delerium	delerium
delete	delete
deleted	deleted
deletrear	soletrar
deletreo	soletração
deletéreo	prejudicial / danoso / nocivo
deleuze	deleuze
delf	delf
delfina	delfina
delfines	golfinhos
delfino	delfino
delfos	delfos
delft	delft
delfín	delfim / golfinho
delgada	magra
delgadez	magreza
delgadillo	delgadillo
delgado	tênue / magro
delgados	magros
delhi	delhi / deli
deli	deli
delia	delia
deliberaciones	deliberações
deliberación	deliberação
deliberada	deliberada
deliberadamente	deliberadamente
deliberadas	deliberadas
deliberado	deliberado
deliberados	deliberados
deliberativo	deliberativo
delibes	delibes
delicada	delicada
delicadamente	delicadamente
delicadas	delicadas
delicadeza	delicadeza
delicado	delicado
delicados	delicados
delicata	delicata
delicate	delicate
delicatula	delicatula
delichon	delichon
delicia	delícia
delicias	delícias
deliciosa	deliciosa
deliciosamente	deliciosamente
deliciosas	deliciosas
delicioso	delicia
deliciosos	deliciosos
deliciosus	deliciosus
delicious	delicious
delight	delight
delilah	delilah
delile	delile
delillo	delillo
delimita	delimita
delimitaciones	delimitações
delimitación	delimitação
delimitada	delimitada
delimitadas	delimitadas
delimitado	delimitado
delimitador	delimitador
delimitados	delimitados
delimitan	delimitam
delimitando	delimitando
delimitó	delimitou
delincuencia	criminalidade
delincuente	delinquente
delincuentes	criminosos
delineado	delineado
delinear	delinear
delio	delio
delirando	delirante
delirante	delirante
delirantes	delirantes
delirio	delírio
delirious	delirious
delirium	delirium
delisle	delisle
delito	crime
delitos	crimes
delius	delius
deliver	deliver
deliverance	deliverance
delivery	delivery
delko	delko
dell	dell
della	della
dellacqua	dellacqua
delle	delle
dellinger	dellinger
dello	dello
delluc	delluc
delmar	delmar
delmas	delmas
delmer	delmer
delmira	delmira
deloitte	deloitte
delon	delon
delong	delong
delonix	delonix
delorean	delorean
delores	delores
deloris	deloris
delorme	delorme
delors	delors
delphi	delphi
delphine	delphine
delphini	delphini
delphinus	delphinus
delporte	delporte
delray	delray
delroy	delroy
delson	delson
delta	delta
deltas	deltas
deltoides	deltóide
deluca	deluca
deluise	deluise
delusion	delusion
deluxe	deluxe
delvaux	delvaux
delvecchio	delvecchio
dely	dely
delyan	delian
delà	delà
dem	dem
dema	dema
demagogia	demagogia
demagogo	demagogo
demagógica	demagógica
demand	demand
demanda	procura / demanda
demandado	processado
demandados	processados
demandan	exigem / reivindicam
demandante	requerente
demandantes	queixosos
demandar	reivindicar
demandaron	processaram
demandaría	processava
demandas	reivindicações / exigências
demande	processe
demando	exijo
demandó	processou
demarcación	demarcação
demarcada	demarcada
demarcadas	demarcadas
demarcado	demarcado
demarcar	demarcar
demarchi	demarchi
demarco	demarco
demarest	demarest
demasiadas	demasiadas
demasiado	demais
demasiados	muitos / demais
demencia	demência
demencias	demências
dement	dement
demente	demente
demerara	demerara
demersal	demersal
demersales	demersais
demeter	demeter
demetri	demetri
demetrio	demétrio
demetrios	demetrios
demetrius	demetrius
demi	demi
demian	demian
demichelis	demichelis
demidov	demidov
demille	demille
deming	deming
demir	demir
demirel	demirel
demiurgo	demiurgo
demián	demián
demme	demme
demo	demo
democracia	democracia
democracias	democracias
democracy	democracy
democratic	democratic
democratización	democratização
democratizar	democratizar
democrats	democrats
democrazia	democrazia
democrática	democrático / democrática
democráticamente	democraticamente
democráticas	democráticas
democrático	democrático
democráticos	democráticos
demografía	demografia
demográficamente	demograficamente
demoiselles	demoiselles
demokratische	demokratische
demolay	demolay
demoler	demolir
demoliciones	demolição
demolición	demolição
demolida	demolida
demolidas	demolidas
demolido	demolido
demolidos	demolidos
demolieron	demoliram
demoliner	demoliner
demolió	demoliu
demon	demon
demonaz	demonaz
demonic	demonic
demonio	demônio
demonios	demônios
demonización	demonização
demonología	demonologia
demoníaca	demoníaca
demoníacas	demoníacas
demoníaco	demoníaco
demoníacos	demoníacos
demora	atraso
demoran	demoram
demorar	demorar
demoraron	demoraram
demoras	atrasos
demos	demos
demospongiae	demospongiae
demostraba	demonstrava
demostrable	demonstrável
demostrables	demonstráveis
demostraciones	demonstrações
demostración	demonstração
demostradas	demonstradas
demostrado	comprovado
demostrador	demonstrador
demostrando	demonstrando
demostrar	demonstrar
demostrara	demonstrasse
demostraran	demonstrassem
demostraron	demonstraram
demostraría	mostraria / demonstraria
demostró	mostrou / demonstrou
dempsey	dempsey
dempster	dempster
demuestra	demonstra
demuestran	demonstram
demuestre	demonstre
demuestren	demonstrem
demunn	demunn
demuth	demuth
demy	demy
demás	demais / restante / resto
demérito	demérito
deméter	deméter
demócrata	democrata
demócratas	democratas
demócrito	demócrito
demógrafo	demógrafo
demóstenes	demóstenes
demótica	demótica
demótico	demótico
den	den
dena	dena
denali	denali
denarios	denários
denbigh	denbigh
denby	denby
dench	dench
dendera	dendera
dendermonde	dendermonde
dendrobatidae	dendrobatidae
dendrobium	dendrobium
dendrochilum	dendrochilum
dendrocincla	dendrocincla
dendrocolaptes	dendrocolaptes
dendrocopos	dendrocopos
dendrocronología	dendrocronologia
dendrocygna	dendrocygna
dendroica	dendroica
dendrolagus	dendrolagus
dendrophryniscus	dendrophryniscus
dendropsophus	dendropsophus
dendroseris	dendroseris
dendrítica	dendrítica
dene	dene
deneb	deneb
denegación	recusa
denegada	recusada / negada / indeferido
denegado	recusado
denegar	recusar
denel	denel
denethor	denethor
deneuve	deneuve
deng	deng
dengeki	dengeki
dengue	dengue
denham	denham
denholm	denholm
deni	deni
denia	denia
denigrar	denegrir
denikin	denikin
denilson	denilson
denim	denim
denis	denis
denisa	denisa
denise	denise
denison	denison
denisse	denisse
deniz	deniz
denizli	denizli
denken	denken
denker	denker
denki	denki
denkmal	denkmal
denman	denman
denmark	denmark
denn	denn
dennehy	dennehy
denner	denner
dennett	dennett
denney	denney
denning	denning
dennis	dennis
dennison	dennison
denny	denny
denominacional	denominacional
denominaciones	denominações
denominación	denominação
denominador	denominador
denominados	denominados
denominativo	nominativo
denon	denon
denota	denota
denotación	denotação
denotada	denotada
denotan	denotam
denotar	denotar
denote	denote
denoël	denoël
densa	densa
densamente	densamente
densas	densas
densetsu	densetsu
densha	densha
densidad	densidade
densidades	densidades
densificar	densificar
densiflora	densiflora
densiflorum	densiflorum
densmore	densmore
denso	denso
densos	densos
dent	dent
dental	dental
dentales	dentários
dentata	dentata
dentatus	dentatus
dentex	dentex
denti	denti
dentición	dentição
denticulados	denticulados
denticulata	denticulata
denticulatus	denticulatus
dentina	dentina
dentista	dentista
dentistas	dentistas
denton	denton
dentro	dentro
dentículos	dentículos
denudata	denudata
denuncia	denúncia
denunciaba	denunciava
denunciaban	denunciavam
denunciada	denunciada
denunciadas	denunciadas
denunciado	denunciado
denunciados	denunciados
denuncian	denunciam
denunciante	denunciante
denunciar	denunciar
denunciaron	denunciaram
denuncias	denúncias
denuncie	denuncie
denunció	denunciou
denver	denver
denys	denys
denzel	denzel
denzil	denzil
den}}	den}}
deodato	deodato
deodoro	deodoro
deok	deok
deon	deon
deontología	deontologia
deorum	deorum
deoxys	deoxys
dep	dep
depalma	depalma
depardieu	depardieu
departamental	departamental
departamentales	departamentais
departed	departed
department	department
departures	departures
depatie	depatie
depaul	depaul
depeche	depeche
dependan	dependam
depende	depende
dependen	dependem
dependencia	dependência
dependencias	dependências
depender	depender
dependerá	dependerá
dependerán	dependerão
dependería	dependeria
dependido	dependido
dependiendo	dependendo
dependienta	vendedora
dependiente	dependente
dependientes	dependentes / subsidiárias
dependiera	dependesse
depending	depending
dependió	dependeu
depends	depend
dependía	dependia
dependían	dependiam
depilación	depilação
depleción	depleção
deplorable	deplorável
deplorables	deploráveis
deployment	deployment
deponente	depoente
deportaciones	deportações
deportación	deportação
deportada	deportada
deportadas	deportadas
deportado	deportado
deportados	deportados
deportar	deportar
deporte	desporto
deportes	desportos
deportista	atleta
deportistas	atletas
deportiu	deportiu
deportivo	desportivo
deposición	deposição
deposit	deposit
depositaba	depositava
depositadas	depositadas
depositado	depositado
depositados	depositados
depositan	depositam
depositando	depositando
depositantes	depositantes
depositar	depositar
depositario	depositário
depositarios	depositários
depositaron	depositaram
deposito	deposito
deposits	deposits
depositó	depositou
depot	depot
depp	depp
depravación	depravação
depravado	depravado
deprecar	deprecar
deprecated	deprecated
depreciación	depreciação
depredación	predação
depredador	predador
depredadora	predadora
depredadores	predadores
depredados	depredados
depresiones	depressões
depresiva	depressiva
depresivas	depressivas
depresión	depressão
depresor	depressor
depresores	depressores
depressus	depressus
deprime	deprime
deprimente	deprimente
deprimida	deprimida
deprimidas	deprimidas
deprimido	deprimido
deprimidos	deprimidos
deprisa	depressa
deptford	deptford
depths	depths
depuesta	deposta
depuesto	deposto
depuestos	depostos
depuración	depuração
depurada	depurada
depurado	depuração
depurador	depurador
depuradora	etar
depuradores	depuradores
depurar	depurar
deputies	deputies
depósito	depósito
depósitos	reservatórios / depósitos
der	der
derain	derain
deray	deray
derbent	derbent
derbez	derbez
derbi	derbi
derbianus	derbianus
derby	derby
derbyshire	derbyshire
derecha	direita
derechas	direitas
derecho	direito
derechos	direitos
derek	derek
derg	derg
deris	deris
deriva	deriva
derivaciones	derivações
derivación	derivação
derivada	derivada
derivadas	derivadas
derivado	derivado
derivados	derivados
derivan	derivam
derivando	derivando
derivar	derivar
derived	derived
derlis	derlis
derm	derm
dermatitis	dermatite
dermatología	dermatologia
dermatológica	dermatológica
dermatológicas	dermatológicas
dermatológicos	dermatológicos
dermatólogo	dermatologista
dermatólogos	dermatologistas
dermestidae	dermestidae
dermophis	dermophis
dermot	dermot
dermott	diarmuid
dern	dern
derna	derna
dernier	dernier
derniers	derniers
dernières	dernières
deroga	revoga
derogación	revogação
derogadas	revogadas
derogado	revogado
derogados	revogados
derogando	revogando
derogar	revogar / derrogar
derogó	revogou
deron	deron
derose	derose
derrama	derrama
derramada	derramado
derramado	derramado
derramamiento	derramamento
derraman	derramam
derramando	derramando
derramar	derramar
derrame	derrame
derrames	derrame
derramó	derramou
derrape	derrapagem
derretida	derretida
derretido	derretido
derretimiento	derretimento
derretir	derreter
derribada	derrubada
derribado	derrubado
derribando	derrubando
derribar	derrubar
derribaron	derrubaram
derribó	derrubou
derrick	derrick
derrida	derrida
derringer	derringer
derrita	derreta
derrite	derrete
derritió	derreteu
derrière	derrière
derrocado	derrubado
derrocamiento	derrube
derrocar	derrubar
derrochar	desperdiçar
derroche	desperdício
derrota	derrota
derrotada	derrotada
derrotadas	derrotadas
derrotado	derrotado
derrotan	derrotarem
derrotando	derrotando
derrotar	derrotar
derrotaron	derrotaram
derrotas	derrotas
derrote	derrote
derrumbado	derrubado
derrumbarse	desabar
derrumbó	desmoronou
derry	derry
derulo	derulo
derviche	dervixe
derwent	derwent
deryck	deryck
des	des
desa	desa
desabrochar	desabotoar
desacato	desrespeito
desaceleración	desaceleração
desaconsejable	desaconselhável
desacoplamiento	dissociação
desacostumbrar	desacostumar
desacreditada	desacreditada
desacreditadas	desacreditadas
desacreditado	desacreditado
desacreditados	desacreditados
desacreditar	desacreditar
desacreditó	desacreditou
desactiva	desativa
desactivación	desactivação
desactivada	desativada
desactivadas	desativadas
desactivado	desativado
desactivados	desativados
desactivar	desativar
desacuerdo	desacordo
desacuerdos	desacordos
desafectos	desafetos
desafiaba	desafiava
desafiaban	desafiavam
desafiada	desafiada
desafiado	desafiado
desafiando	desafiando
desafiante	desafiador
desafiantes	desafiadores
desafiar	desafiar
desafiaron	desafiaram
desafiliación	desfiliação
desafinado	desafinado
desafió	desafiou
desafortunada	infeliz
desafortunadamente	infelizmente
desafortunadas	infelizes
desafortunado	infeliz
desafía	desafia
desafían	desafiam
desafío	desafio
desafíos	desafios
desagrada	desagrada
desagradaba	desagradava
desagradable	desagradável
desagradables	desagradáveis
desagrado	desagrado
desagregación	desagregação
desagregar	desagregar
desagüe	ralo
desahogarse	desabafar
desahogo	desabafo
desahuciados	despejados
desahucio	despejo
desai	desai
desailly	desailly
desaix	desaix
desalar	dessalgar
desalentado	desencorajado
desalentador	desanimador
desalentar	desencorajar
desalienta	desencoraja
desaliento	desânimo
desalinización	dessalinização
desaliñado	desalinhado
desalojada	despejada
desalojado	despejado
desalojados	desalojados
desalojo	despejo
desalojos	despejos
desalvo	desalvo
desambiguación	desambiguação
desambiguar	desambiguar
desaminación	desaminação
desamor	desamor
desamparada	desamparada
desamparado	desamparado
desamparados	desamparados
desamparo	desamparo
desanimado	desanimado
desanimar	desencorajar
desanimó	desanimou
desaparece	desaparece
desaparecen	desaparecem
desaparecer	desaparecer / sumir
desaparecerá	desaparecerá
desaparecerán	desaparecerão
desaparecería	desapareceria
desaparecerían	desapareceriam
desapareces	desapareces
desaparecida	desaparecida
desaparecidas	desaparecidas
desaparecido	sumido / desapareceu
desaparecidos	desaparecidos / desapareceram
desapareciendo	desaparecendo
desaparecieran	desaparecessem
desaparecieron	desapareceram
desapareció	desapareceu
desaparecía	desaparecia
desaparecían	desapareciam
desaparezca	desapareça
desaparezcan	desapareçam
desapariciones	desaparecimentos
desaparición	desaparecimento
desapego	desapego
